time,event,symbol,direction,entry_price,sl,tp,result_R,profit,regime,session,scan_interval,entry_selection_mode,higher_tf,higher_swing_low_1,higher_swing_high_1,higher_swing_low_2,higher_swing_high_2,higher_structure_state,higher_trend_age_bars,higher_ema_slope,higher_atr,mid_tf,impulse_start_price,impulse_end_price,pullback_extreme_price,pullback_depth_pct,pullback_depth_atr,pullback_bars,pullback_broke_origin,pullback_structure_low_or_high,distance_from_pullback_extreme_to_entry_atr,distance_from_pullback_extreme_to_entry_pct_of_impulse,lower_tf,minor_reversal_level,reclaim_or_breakdown_price,bars_since_reclaim_or_breakdown,entry_distance_from_reclaim_atr,entry_distance_from_reclaim_points,lower_reversal_quality,lower_reversal_quality_score,sl_atr,risk_r,rr,spread_atr,structure_stage_fail_reason,execution_block_reason,v2_filter_pass,v2_filter_fail_reason,v3_filter_pass,v3_filter_fail_reason,v3_momentum_exhaustion_score,v3_momentum_exhausted,v3_recent_move_atr,v3_consecutive_directional_bars,v3_close_to_recent_extreme_atr,wave_audit_label,wave_audit_reason,strategy_name
2025.02.17 07:19:59,execution_block_candidate,EURJPY,SHORT,159.061,159.272,158.745,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,159.056,159.588,159.529,160.055,LL_LH,3,-0.112,0.253,PERIOD_M15,159.588,159.056,159.242,34.96,1.58,3,false,159.242,3.41,34.02,PERIOD_M5,159.134,159.059,1,0.04,2.0,early,100.00,3.98,0.211,1.50,0.5653,,spread_guard,true,,true,,70.00,true,2.45,4,0.30,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.17 07:19:59,execution_block_candidate,GBPJPY,SHORT,190.919,191.154,190.567,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,190.781,191.393,191.619,191.730,LL_LH,3,-0.107,0.328,PERIOD_M15,191.393,190.781,191.113,54.25,2.25,3,false,191.113,2.81,31.70,PERIOD_M5,190.984,190.921,1,0.03,2.0,early,100.00,3.40,0.235,1.50,0.5936,,spread_guard,true,,true,,70.00,true,1.80,4,0.42,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.17 07:24:59,execution_block_candidate,GBPJPY,SHORT,190.937,191.151,190.616,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,190.781,191.393,191.619,191.730,LL_LH,3,-0.107,0.328,PERIOD_M15,191.393,190.781,191.113,54.25,2.25,3,false,191.113,2.59,28.76,PERIOD_M5,190.984,190.919,1,0.26,18.0,acceptable,100.00,3.15,0.214,1.50,0.5588,,spread_guard,true,,true,,35.00,false,0.66,5,0.69,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.17 07:34:59,execution_block_candidate,EURJPY,SHORT,159.053,159.272,158.725,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,159.056,159.588,159.529,160.055,LL_LH,3,-0.112,0.253,PERIOD_M15,159.588,159.056,159.242,34.96,1.68,4,false,159.242,3.20,35.53,PERIOD_M5,159.134,159.015,1,0.64,38.0,unclear,100.00,3.70,0.219,1.50,0.5072,,spread_guard,true,,true,,0.00,false,0.74,1,0.93,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.17 07:34:59,execution_block_candidate,GBPJPY,SHORT,190.913,191.151,190.556,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,190.781,191.393,191.619,191.730,LL_LH,3,-0.107,0.328,PERIOD_M15,191.393,190.781,191.113,54.25,2.43,4,false,191.113,2.78,32.68,PERIOD_M5,190.984,190.885,1,0.39,28.0,acceptable,100.00,3.30,0.238,1.50,0.5273,,spread_guard,true,,true,,0.00,false,0.50,1,0.86,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.17 09:09:59,execution_block_candidate,EURJPY,SHORT,159.117,159.272,158.885,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,159.056,159.588,159.529,160.055,LL_LH,5,-0.153,0.261,PERIOD_M15,159.588,159.056,159.242,34.96,1.75,10,false,159.242,1.73,23.50,PERIOD_M5,159.144,159.070,1,0.65,47.0,unclear,100.00,2.15,0.155,1.50,0.4154,,spread_guard,true,,true,,70.00,true,1.79,3,0.87,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.17 09:09:59,execution_block_candidate,GBPJPY,SHORT,190.985,191.151,190.736,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,190.781,191.393,191.619,191.730,LL_LH,5,-0.143,0.332,PERIOD_M15,191.393,190.781,191.113,54.25,2.37,10,false,191.113,1.35,20.92,PERIOD_M5,191.049,190.948,1,0.39,37.0,acceptable,75.00,1.75,0.166,1.50,0.4006,,spread_guard,true,,true,,70.00,true,1.89,3,0.72,third_wave_middle,valid_but_not_initial,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.17 09:19:59,execution_block_candidate,EURJPY,SHORT,159.125,159.272,158.905,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,159.056,159.588,159.529,160.055,LL_LH,5,-0.153,0.261,PERIOD_M15,159.588,159.056,159.242,34.96,1.65,11,false,159.242,1.56,21.99,PERIOD_M5,159.144,159.089,1,0.48,36.0,acceptable,100.00,1.96,0.147,1.50,0.3996,,spread_guard,true,,true,,0.00,false,0.87,1,1.29,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.17 09:34:59,execution_block_candidate,GBPJPY,SHORT,191.001,191.227,190.662,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,190.781,191.393,191.619,191.730,LL_LH,5,-0.143,0.332,PERIOD_M15,191.393,190.781,191.189,66.67,2.60,3,false,191.189,1.95,30.72,PERIOD_M5,190.909,190.869,1,1.37,132.0,late,100.00,2.34,0.226,1.50,0.3941,,spread_guard,true,,true,,35.00,false,1.35,2,1.53,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.17 10:29:59,execution_block_candidate,EURJPY,SHORT,159.105,159.265,158.865,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,158.898,159.588,159.056,160.055,LL_LH,6,-0.158,0.260,PERIOD_M15,159.588,158.898,159.235,48.84,2.63,6,false,159.235,1.43,18.84,PERIOD_M5,159.111,159.061,1,0.49,44.0,acceptable,75.00,1.76,0.160,1.50,0.3307,,spread_guard,true,,true,,0.00,false,0.62,2,0.57,third_wave_middle,valid_but_not_initial,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.17 10:39:59,execution_block_candidate,EURJPY,SHORT,159.098,159.300,158.795,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,158.898,159.588,159.056,160.055,LL_LH,6,-0.158,0.260,PERIOD_M15,159.588,158.898,159.270,53.91,2.75,3,false,159.270,1.89,24.93,PERIOD_M5,159.111,159.064,1,0.37,34.0,acceptable,100.00,2.23,0.202,1.50,0.3304,,spread_guard,true,,true,,0.00,false,0.78,1,0.63,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.17 10:49:59,execution_block_candidate,GBPJPY,SHORT,191.092,191.227,190.890,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,190.781,191.393,191.619,191.730,LL_LH,6,-0.140,0.349,PERIOD_M15,191.393,190.781,191.189,66.67,2.24,8,false,191.189,0.91,15.85,PERIOD_M5,191.190,191.151,1,0.55,59.0,acceptable,75.00,1.27,0.135,1.50,0.3568,,spread_guard,true,,true,,20.00,false,0.69,1,0.02,third_wave_middle,valid_but_not_initial,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.17 10:54:59,execution_block_candidate,GBPJPY,SHORT,191.117,191.227,190.952,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,190.781,191.393,191.619,191.730,LL_LH,6,-0.140,0.349,PERIOD_M15,191.393,190.781,191.189,66.67,2.24,8,false,191.189,0.66,11.76,PERIOD_M5,191.190,191.092,1,0.23,25.0,early,75.00,1.01,0.110,1.50,0.3500,,spread_guard,true,,true,,0.00,false,0.60,2,0.52,third_wave_initial,clean_pullback_and_near_reclaim,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.17 11:04:59,execution_block_candidate,USDJPY,SHORT,151.744,151.954,151.429,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,151.466,152.381,151.499,152.385,LL_LH,10,-0.250,0.231,PERIOD_M15,152.381,151.466,151.935,51.26,3.84,4,false,151.935,2.66,20.87,PERIOD_M5,151.825,151.757,1,0.18,13.0,early,100.00,2.93,0.210,1.50,0.2647,,spread_guard,true,,true,,20.00,false,0.59,1,0.10,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.17 11:09:59,execution_block_candidate,USDJPY,SHORT,151.787,151.951,151.541,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,151.466,152.381,151.499,152.385,LL_LH,10,-0.250,0.231,PERIOD_M15,152.381,151.466,151.935,51.26,3.84,4,false,151.935,2.04,16.17,PERIOD_M5,151.825,151.744,1,0.59,43.0,acceptable,75.00,2.26,0.164,1.50,0.2203,,spread_guard,true,,true,,0.00,false,0.12,2,0.99,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.17 12:44:59,execution_block_candidate,EURJPY,SHORT,158.951,159.110,158.713,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,158.898,159.270,159.056,159.588,LL_LH,5,-0.178,0.271,PERIOD_M15,159.270,158.898,159.080,48.92,1.39,5,false,159.080,1.71,34.68,PERIOD_M5,159.022,158.974,1,0.31,23.0,acceptable,75.00,2.11,0.159,1.50,0.3985,,spread_guard,true,,true,,35.00,false,1.21,1,0.27,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.17 12:49:59,execution_block_candidate,EURJPY,SHORT,159.015,159.110,158.873,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,158.898,159.270,159.056,159.588,LL_LH,5,-0.178,0.271,PERIOD_M15,159.270,158.898,159.080,48.92,1.39,6,false,159.080,0.91,17.47,PERIOD_M5,159.022,158.951,1,0.90,64.0,unclear,75.00,1.33,0.095,1.50,0.4204,,spread_guard,true,,true,,35.00,false,1.63,2,0.95,late_entry,entry_far_from_reclaim_or_pullback,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.17 12:59:59,execution_block_candidate,EURJPY,SHORT,159.014,159.110,158.870,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,158.898,159.270,159.056,159.588,LL_LH,5,-0.178,0.271,PERIOD_M15,159.270,158.898,159.080,48.92,1.39,6,false,159.080,0.94,17.74,PERIOD_M5,159.022,158.998,1,0.23,16.0,early,100.00,1.37,0.096,1.50,0.4268,,spread_guard,true,,true,,0.00,false,0.00,1,1.12,third_wave_initial,clean_pullback_and_near_reclaim,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.17 13:39:59,execution_block_candidate,EURJPY,SHORT,158.963,159.136,158.704,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,158.898,159.270,159.056,159.588,LL_LH,6,-0.170,0.275,PERIOD_M15,159.270,158.898,159.106,55.91,1.68,5,false,159.106,2.61,38.44,PERIOD_M5,158.983,158.957,1,0.11,6.0,early,100.00,3.16,0.173,1.50,0.5483,,spread_guard,true,,true,,70.00,true,1.46,3,0.27,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.17 13:49:59,execution_block_candidate,EURJPY,SHORT,158.892,159.137,158.525,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,158.898,159.270,159.056,159.588,LL_LH,6,-0.170,0.275,PERIOD_M15,159.270,158.898,159.106,55.91,1.64,6,false,159.106,3.43,57.53,PERIOD_M5,158.983,158.878,1,0.22,14.0,early,100.00,3.92,0.245,1.50,0.4966,,spread_guard,true,,true,,35.00,false,2.03,1,0.90,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.17 16:04:59,execution_block_candidate,GBPJPY,SHORT,190.734,190.934,190.434,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,190.690,191.356,190.781,191.393,LL_LH,8,-0.137,0.348,PERIOD_M15,191.356,190.690,190.896,30.93,1.39,3,false,190.896,2.11,24.32,PERIOD_M5,190.761,190.739,1,0.07,5.0,early,75.00,2.60,0.200,1.50,0.4949,,spread_guard,true,,true,,0.00,false,0.52,2,0.39,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.17 16:09:59,execution_block_candidate,GBPJPY,SHORT,190.706,190.934,190.364,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,190.690,191.356,190.781,191.393,LL_LH,8,-0.137,0.348,PERIOD_M15,191.356,190.690,190.896,30.93,1.39,3,false,190.896,2.56,28.53,PERIOD_M5,190.761,190.734,1,0.38,28.0,acceptable,75.00,3.07,0.228,1.50,0.5120,,spread_guard,true,,true,,55.00,false,1.20,3,0.24,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.17 16:14:59,execution_block_candidate,GBPJPY,SHORT,190.663,190.934,190.257,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,190.690,191.356,190.781,191.393,LL_LH,8,-0.137,0.348,PERIOD_M15,191.356,190.690,190.896,30.93,1.39,3,false,190.896,3.09,34.98,PERIOD_M5,190.761,190.706,1,0.57,43.0,acceptable,100.00,3.60,0.271,1.50,0.5047,,spread_guard,true,,true,,35.00,false,0.73,4,0.33,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.17 16:19:59,execution_block_candidate,GBPJPY,SHORT,190.647,190.934,190.217,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,190.690,191.356,190.781,191.393,LL_LH,8,-0.137,0.348,PERIOD_M15,191.356,190.690,190.896,30.93,1.44,4,false,190.896,3.33,37.39,PERIOD_M5,190.761,190.663,1,0.21,16.0,early,100.00,3.84,0.287,1.50,0.5086,,spread_guard,true,,true,,55.00,false,1.02,5,0.03,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.17 16:24:59,execution_block_candidate,GBPJPY,SHORT,190.685,190.934,190.312,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,190.690,191.356,190.781,191.393,LL_LH,8,-0.137,0.348,PERIOD_M15,191.356,190.690,190.896,30.93,1.44,4,false,190.896,2.85,31.68,PERIOD_M5,190.761,190.647,1,0.51,38.0,acceptable,100.00,3.36,0.249,1.50,0.5125,,spread_guard,true,,true,,35.00,false,1.17,6,0.85,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.17 17:59:59,execution_block_candidate,EURJPY,SHORT,158.614,158.805,158.328,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,158.527,159.270,158.898,159.588,LL_LH,8,-0.142,0.265,PERIOD_M15,159.270,158.527,158.774,33.24,2.49,3,false,158.774,3.42,21.53,PERIOD_M5,158.674,158.605,1,0.19,9.0,early,100.00,4.08,0.191,1.50,0.6626,,spread_guard,true,,true,,70.00,true,2.86,3,0.30,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.17 18:04:59,execution_block_candidate,USDJPY,SHORT,151.385,151.511,151.196,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,151.390,151.935,151.466,152.381,LL_LH,8,-0.233,0.200,PERIOD_M15,151.935,151.390,151.492,18.72,1.58,6,false,151.492,3.03,19.63,PERIOD_M5,151.419,151.358,1,0.77,27.0,unclear,100.00,3.57,0.126,1.50,0.5385,,spread_guard,true,,true,,70.00,true,2.75,3,1.56,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.19 04:40:00,execution_block_candidate,GBPUSD,LONG,1.26164,1.26045,1.26343,,,REGIME_TREND_UP,server_00_07,300,all_score_passing,PERIOD_H1,1.25918,1.26369,1.25815,1.26200,HH_HL,8,0.00032,0.00156,PERIOD_M15,1.25918,1.26369,1.26065,67.41,5.09,3,false,1.26065,3.09,21.95,PERIOD_M5,1.26157,1.26158,1,0.19,6.0,early,100.00,3.72,0.00119,1.50,0.6250,,spread_guard,true,,true,,0.00,false,0.50,1,0.25,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.19 18:09:59,execution_block_candidate,GBPUSD,SHORT,1.25809,1.25972,1.25565,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,1.25743,1.26341,1.26065,1.26369,LL_LH,9,-0.00008,0.00150,PERIOD_M15,1.26341,1.25743,1.25952,34.95,2.40,9,false,1.25952,1.97,23.91,PERIOD_M5,1.25889,1.25775,1,0.47,34.0,acceptable,100.00,2.25,0.00163,1.50,0.2761,,spread_guard,true,,true,,35.00,false,1.86,1,0.50,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.19 20:49:59,execution_block_candidate,GBPJPY,SHORT,190.698,190.856,190.461,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,190.434,191.722,191.325,192.105,LL_LH,10,-0.010,0.345,PERIOD_M15,191.722,190.434,190.818,29.81,2.34,3,false,190.818,1.84,9.32,PERIOD_M5,190.710,190.698,1,0.00,0.0,early,100.00,2.43,0.158,1.50,0.5840,,spread_guard,true,,true,,20.00,false,0.52,1,0.15,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.19 22:14:59,execution_block_candidate,EURJPY,SHORT,157.943,158.088,157.726,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,157.702,158.476,158.069,159.118,LL_LH,8,-0.076,0.255,PERIOD_M15,158.476,157.702,158.058,45.99,3.57,6,false,158.058,1.98,14.86,PERIOD_M5,157.931,157.919,1,0.41,24.0,acceptable,100.00,2.50,0.145,1.50,0.5166,,spread_guard,true,,true,,0.00,false,0.84,1,0.60,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.19 22:29:59,execution_block_candidate,EURJPY,SHORT,157.884,158.089,157.577,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,157.702,158.476,158.069,159.118,LL_LH,8,-0.076,0.255,PERIOD_M15,158.476,157.702,158.058,45.99,3.82,7,false,158.058,3.41,22.48,PERIOD_M5,157.908,157.906,1,0.43,22.0,acceptable,100.00,4.01,0.205,1.50,0.6070,,spread_guard,true,,true,,0.00,false,0.25,2,0.35,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.19 22:34:59,execution_block_candidate,EURJPY,SHORT,157.892,158.088,157.598,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,157.702,158.476,158.069,159.118,LL_LH,8,-0.076,0.255,PERIOD_M15,158.476,157.702,158.058,45.99,3.86,8,false,158.058,3.28,21.45,PERIOD_M5,157.908,157.884,1,0.16,8.0,early,100.00,3.87,0.196,1.50,0.5924,,spread_guard,true,,true,,35.00,false,1.17,3,0.45,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.19 22:34:59,execution_block_candidate,AUDJPY,SHORT,96.148,96.246,96.001,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,95.985,96.494,96.257,96.749,LL_LH,8,-0.021,0.163,PERIOD_M15,96.494,95.985,96.218,45.78,4.19,4,false,96.218,2.01,13.75,PERIOD_M5,96.142,96.128,1,0.57,20.0,acceptable,100.00,2.81,0.098,1.50,0.8033,,spread_guard,true,,true,,70.00,true,1.26,3,0.75,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.19 22:44:59,execution_block_candidate,AUDJPY,SHORT,96.136,96.246,95.971,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,95.985,96.494,96.257,96.749,LL_LH,8,-0.021,0.163,PERIOD_M15,96.494,95.985,96.218,45.78,4.19,4,false,96.218,2.79,16.11,PERIOD_M5,96.142,96.134,1,0.07,2.0,early,100.00,3.75,0.110,1.50,0.9538,,spread_guard,true,,true,,0.00,false,0.55,1,0.48,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.20 17:09:59,execution_block_candidate,GBPJPY,SHORT,189.044,189.479,188.392,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,188.782,189.724,190.503,190.818,LL_LH,8,-0.206,0.417,PERIOD_M15,189.724,188.782,189.441,69.96,3.25,4,false,189.441,3.05,42.14,PERIOD_M5,188.914,188.903,1,1.08,141.0,late,75.00,3.34,0.435,1.50,0.2920,,spread_guard,true,,true,,70.00,true,1.54,3,2.84,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.24 01:04:59,execution_block_candidate,USDJPY,SHORT,149.202,149.382,148.932,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,148.917,150.505,150.181,150.649,LL_LH,10,-0.245,0.268,PERIOD_M15,150.505,148.917,149.366,28.27,5.10,4,false,149.366,3.74,10.33,PERIOD_M5,149.164,149.159,1,0.98,43.0,late,100.00,4.10,0.180,1.50,0.3648,,spread_guard,true,,true,,70.00,true,1.37,3,1.23,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.24 01:49:59,execution_block_candidate,USDJPY,SHORT,149.187,149.388,148.886,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,148.917,150.505,150.181,150.649,LL_LH,10,-0.245,0.268,PERIOD_M15,150.505,148.917,149.366,28.27,4.35,7,false,149.366,2.59,11.27,PERIOD_M5,149.148,149.094,1,1.35,93.0,late,100.00,2.91,0.201,1.50,0.3185,,spread_guard,true,,true,,70.00,true,3.30,5,1.39,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.25 22:44:59,execution_block_candidate,AUDJPY,SHORT,94.493,94.707,94.172,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,94.003,95.057,94.528,95.190,LL_LH,7,-0.100,0.278,PERIOD_M15,95.057,94.003,94.679,64.14,6.25,7,false,94.679,3.70,17.65,PERIOD_M5,94.501,94.497,1,0.08,4.0,early,100.00,4.26,0.214,1.50,0.5568,,spread_guard,true,,true,,90.00,true,2.03,3,0.02,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.25 22:49:59,execution_block_candidate,AUDJPY,SHORT,94.521,94.707,94.242,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,94.003,95.057,94.528,95.190,LL_LH,7,-0.100,0.278,PERIOD_M15,95.057,94.003,94.679,64.14,6.07,8,false,94.679,3.24,14.99,PERIOD_M5,94.501,94.493,1,0.57,28.0,acceptable,100.00,3.81,0.186,1.50,0.5739,,spread_guard,true,,true,,70.00,true,1.76,4,0.80,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.25 22:59:59,execution_block_candidate,AUDJPY,SHORT,94.463,94.707,94.097,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,94.003,95.057,94.528,95.190,LL_LH,7,-0.100,0.278,PERIOD_M15,95.057,94.003,94.679,64.14,6.07,8,false,94.679,4.24,20.49,PERIOD_M5,94.501,94.442,1,0.41,21.0,acceptable,100.00,4.78,0.244,1.50,0.5490,,spread_guard,true,,true,,0.00,false,1.08,1,0.63,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.26 08:34:59,execution_block_candidate,EURJPY,LONG,156.945,156.701,157.311,,,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,156.404,157.084,156.154,156.914,HH_HL,6,0.014,0.276,PERIOD_M15,156.404,157.084,156.731,51.91,3.01,3,false,156.731,2.94,31.47,PERIOD_M5,156.855,156.864,1,1.11,81.0,late,100.00,3.35,0.244,1.50,0.4122,,spread_guard,true,,true,,70.00,true,1.66,3,0.55,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.26 08:39:59,execution_block_candidate,EURJPY,LONG,156.895,156.698,157.191,,,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,156.404,157.084,156.154,156.914,HH_HL,6,0.014,0.276,PERIOD_M15,156.404,157.084,156.731,51.91,3.01,3,false,156.731,2.21,24.12,PERIOD_M5,156.855,156.915,1,0.27,20.0,acceptable,100.00,2.66,0.197,1.50,0.4455,,spread_guard,true,,true,,70.00,true,2.04,4,0.31,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.27 20:15:00,execution_block_candidate,USDJPY,LONG,150.030,149.744,150.459,,,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,149.338,149.964,149.151,149.398,HH_HL,8,0.040,0.329,PERIOD_M15,149.338,149.964,149.759,32.75,1.14,6,false,149.759,3.74,43.29,PERIOD_M5,150.008,150.014,1,0.22,16.0,early,100.00,3.95,0.286,1.50,0.2071,,spread_guard,true,,true,,20.00,false,0.76,2,0.15,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.27 20:25:00,execution_block_candidate,USDJPY,LONG,150.055,149.744,150.522,,,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,149.338,149.964,149.151,149.398,HH_HL,8,0.040,0.329,PERIOD_M15,149.338,149.964,149.759,32.75,1.14,6,false,149.759,4.26,47.28,PERIOD_M5,150.008,150.040,1,0.22,15.0,early,100.00,4.47,0.311,1.50,0.2158,,spread_guard,true,,true,,55.00,false,1.35,1,0.19,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
2025.02.27 20:30:00,execution_block_candidate,USDJPY,LONG,150.073,149.744,150.567,,,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,149.338,149.964,149.151,149.398,HH_HL,8,0.040,0.329,PERIOD_M15,149.338,149.964,149.759,32.75,1.22,7,false,149.759,4.80,50.16,PERIOD_M5,150.008,150.057,1,0.24,16.0,early,100.00,5.03,0.329,1.50,0.2295,,spread_guard,true,,true,,20.00,false,0.66,2,0.14,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered
