run_id,period_id,variant,fresh,latest_valid_anchor,anchor_version,signal_age_bars,count
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,false,true,1,12,1
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,false,true,1,13,1
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,false,true,1,16,2
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,false,true,1,17,2
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,false,true,1,18,1
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,false,true,1,20,1
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,false,true,1,6,1
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,false,true,1,7,2
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,false,true,1,8,2
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,false,true,1,9,2
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,true,true,1,0,345
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,true,true,11,0,1
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,true,true,2,0,178
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,true,true,3,0,112
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,true,true,4,0,49
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,true,true,5,0,30
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,true,true,6,0,15
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,true,true,7,0,10
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,true,true,8,0,9
q1_g_base_first_child_flip_mode1,q1_quick,g_base_first_child_flip_mode1,true,true,9,0,2
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,false,true,1,6,1
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,true,true,1,0,365
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,true,true,11,0,1
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,true,true,2,0,181
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,true,true,3,0,111
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,true,true,4,0,46
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,true,true,5,0,29
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,true,true,6,0,15
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,true,true,7,0,10
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,true,true,8,0,8
q1_h_base_first_child_flip_mode2,q1_quick,h_base_first_child_flip_mode2,true,true,9,0,1
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,false,true,1,6,1
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,true,true,1,0,365
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,true,true,11,0,1
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,true,true,2,0,181
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,true,true,3,0,111
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,true,true,4,0,46
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,true,true,5,0,29
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,true,true,6,0,15
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,true,true,7,0,10
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,true,true,8,0,8
q1_i_child_stop_extreme_mode2,q1_quick,i_child_stop_extreme_mode2,true,true,9,0,1
q1_j_parent_stop_extreme_mode2,q1_quick,j_parent_stop_extreme_mode2,false,true,1,6,1
q1_j_parent_stop_extreme_mode2,q1_quick,j_parent_stop_extreme_mode2,true,true,1,0,365
q1_j_parent_stop_extreme_mode2,q1_quick,j_parent_stop_extreme_mode2,true,true,11,0,1
q1_j_parent_stop_extreme_mode2,q1_quick,j_parent_stop_extreme_mode2,true,true,2,0,181
q1_j_parent_stop_extreme_mode2,q1_quick,j_parent_stop_extreme_mode2,true,true,3,0,111
q1_j_parent_stop_extreme_mode2,q1_quick,j_parent_stop_extreme_mode2,true,true,4,0,46
q1_j_parent_stop_extreme_mode2,q1_quick,j_parent_stop_extreme_mode2,true,true,5,0,29
q1_j_parent_stop_extreme_mode2,q1_quick,j_parent_stop_extreme_mode2,true,true,6,0,15
q1_j_parent_stop_extreme_mode2,q1_quick,j_parent_stop_extreme_mode2,true,true,7,0,10
q1_j_parent_stop_extreme_mode2,q1_quick,j_parent_stop_extreme_mode2,true,true,8,0,8
q1_j_parent_stop_extreme_mode2,q1_quick,j_parent_stop_extreme_mode2,true,true,9,0,1
q1_k_one_symbol_mode2,q1_quick,k_one_symbol_mode2,false,true,1,6,1
q1_k_one_symbol_mode2,q1_quick,k_one_symbol_mode2,true,true,1,0,365
q1_k_one_symbol_mode2,q1_quick,k_one_symbol_mode2,true,true,11,0,1
q1_k_one_symbol_mode2,q1_quick,k_one_symbol_mode2,true,true,2,0,181
q1_k_one_symbol_mode2,q1_quick,k_one_symbol_mode2,true,true,3,0,111
q1_k_one_symbol_mode2,q1_quick,k_one_symbol_mode2,true,true,4,0,46
q1_k_one_symbol_mode2,q1_quick,k_one_symbol_mode2,true,true,5,0,29
q1_k_one_symbol_mode2,q1_quick,k_one_symbol_mode2,true,true,6,0,15
q1_k_one_symbol_mode2,q1_quick,k_one_symbol_mode2,true,true,7,0,10
q1_k_one_symbol_mode2,q1_quick,k_one_symbol_mode2,true,true,8,0,8
q1_k_one_symbol_mode2,q1_quick,k_one_symbol_mode2,true,true,9,0,1
