path,line,function,arguments
mql/Include/TickShock/TickShockGrid.mqh,28,TSGridAdvanceBoundary,"TickShockGridRuntime &state,const int grid_ms"
mql/Include/TickShock/TickShockMergeSequencer.mqh,71,TSResetPendingRepository,TickShockPendingRepository &repository
mql/Include/TickShock/TickShockMergeSequencer.mqh,90,TSResetSymbolFrontier,TickShockSymbolFrontierState &state
mql/Include/TickShock/TickShockMergeSequencer.mqh,98,TSFrontierBeginReadCycle,"TickShockSymbolFrontierState &state,const long from_msc,const long to_msc, const bool synchronized,const bool final_drain=false"
mql/Include/TickShock/TickShockMergeSequencer.mqh,116,TSFrontierObserveCopyPage,"TickShockSymbolFrontierState &state,const int copied_count,const int requested_count, const int copy_error,const long last_quote_msc,const bool exhausted"
mql/Include/TickShock/TickShockMergeSequencer.mqh,146,TSFrontierObserveCursorStall,TickShockSymbolFrontierState &state
mql/Include/TickShock/TickShockMergeSequencer.mqh,152,TSFrontierObservePageLimit,TickShockSymbolFrontierState &state
mql/Include/TickShock/TickShockMergeSequencer.mqh,158,TSMergeAppend,"TickShockPendingRepository &repository,const int symbol_index,const MqlTick &tick,const int capacity"
mql/Include/TickShock/TickShockMergeSequencer.mqh,171,TSPendingStatusName,const ENUM_TS_PENDING_STATUS status
mql/Include/TickShock/TickShockMergeSequencer.mqh,179,TSObserveCopyPageProgress,"TickShockPendingRepository &repository, const long before_time,const int before_count, const long after_time,const int after_count, const int copied_count,const int requested_count, TickShockCursorProgress &result"
mql/Include/TickShock/TickShockMergeSequencer.mqh,195,TSMergeObserveFrontier,"TickShockPendingRepository &repository,const long now_msc,const long &frontiers[],const long stale_after_ms"
mql/Include/TickShock/TickShockMergeSequencer.mqh,209,TSMergeObserveReadThroughFrontier,"TickShockPendingRepository &repository,const long now_msc, TickShockSymbolFrontierState &states[],const long stale_after_ms,long &watermark"
mql/Include/TickShock/TickShockMergeSequencer.mqh,264,TSValidationStatus,const bool invalid
mql/Include/TickShock/TickShockMergeSequencer.mqh,266,TSMergeLess,"const TickShockMergedTick &left,const TickShockMergedTick &right"
mql/Include/TickShock/TickShockMergeSequencer.mqh,272,TSMergeSort,"TickShockMergedTick &values[],int left,int right"
mql/Include/TickShock/TickShockMergeSequencer.mqh,290,TSMergeSortPending,TickShockPendingRepository &repository
mql/Include/TickShock/TickShockMergeSequencer.mqh,296,TSMergeReleasableCount,"const TickShockPendingRepository &repository,const long watermark"
mql/Include/TickShock/TickShockMergeSequencer.mqh,307,TSMergeFinalReleasableCount,"const TickShockPendingRepository &repository,const long watermark"
mql/Include/TickShock/TickShockMergeSequencer.mqh,315,TSMergeObserveGroup,"TickShockPendingRepository &repository,const int group_size"
mql/Include/TickShock/TickShockMergeSequencer.mqh,323,TSMergeObserveProcessed,"TickShockPendingRepository &repository,const long tick_msc"
mql/Include/TickShock/TickShockMergeSequencer.mqh,329,TSMergeRemovePrefix,"TickShockPendingRepository &repository,const int released"
mql/Include/TickShock/TickShockMetrics.mqh,31,TSComputeDirectionalEfficiency,"const double &mids[],const int count,TickShockEfficiencyResult &result"
mql/Include/TickShock/TickShockMetrics.mqh,43,TSBuildCommissionResultWithProvenance,"const bool calculation_success,const double one_lot_profit_or_loss,const double commission_amount,const double gross_r,const string symbol,const string source,TickShockCommissionResult &result"
mql/Include/TickShock/TickShockMetrics.mqh,68,TSBuildCommissionResult,"const bool calculation_success,const double one_lot_profit_or_loss,const double commission_amount,const double gross_r,TickShockCommissionResult &result"
mql/Include/TickShock/TickShockMt5Adapter.mqh,7,TSMt5SelectSymbol,const string symbol
mql/Include/TickShock/TickShockMt5Adapter.mqh,12,TSMt5LoadSymbolSpec,"const string symbol,TickShockSymbolSpec &spec"
mql/Include/TickShock/TickShockMt5Adapter.mqh,31,TSMt5CopyInfoTicks,"const string symbol,MqlTick &ticks[],const ulong from_msc,const uint count"
mql/Include/TickShock/TickShockMt5Adapter.mqh,36,TSMt5SeriesSynchronized,const string symbol
mql/Include/TickShock/TickShockMt5Adapter.mqh,44,TSMt5VisibleQuote,"const string symbol,MqlTick &tick"
mql/Include/TickShock/TickShockMt5Adapter.mqh,49,TSMt5ServerNowMsc,
mql/Include/TickShock/TickShockMt5Adapter.mqh,54,TSMt5MemoryUsedMb,
mql/Include/TickShock/TickShockMt5Adapter.mqh,59,TSMt5CalcOneLotLoss,"const int direction,const string symbol,const double entry,const double sl,double &loss"
mql/Include/TickShock/TickShockMt5Adapter.mqh,65,TSMt5CommissionResult,"const int direction, const string symbol, const double entry, const double sl, const double commission_amount, const double gross_r, TickShockCommissionResult &result"
mql/Include/TickShock/TickShockMt5Adapter.mqh,78,TSMt5RunIdentityFingerprint,const TickShockRunIdentity &identity
mql/Include/TickShock/TickShockMt5Adapter.mqh,85,TSMt5CreateTrendHandles,"const string symbol,int &ema20_m15,int &ema50_m15,int &ema20_h1,int &ema50_h1"
mql/Include/TickShock/TickShockMt5Adapter.mqh,95,TSMt5TrendLabel,"const string symbol,const ENUM_TIMEFRAMES timeframe,const int ema20,const int ema50"
mql/Include/TickShock/TickShockMt5Adapter.mqh,107,TSMt5ReleaseIndicator,const int handle
mql/Include/TickShock/TickShockMt5Adapter.mqh,112,TSMt5ReadRunMetadata,"const string path,string &run_id,string &metadata_hash,string &header"
mql/Include/TickShock/TickShockMt5Adapter.mqh,124,TSMt5WriteRunMetadata,"const string path,const string run_id,const string metadata_hash,const string header"
mql/Include/TickShock/TickShockMt5Adapter.mqh,134,TSMt5ExistingCsvHeaderMatches,"const string path,const string expected_header"
mql/Include/TickShock/TickShockMt5Adapter.mqh,144,TSMt5OpenCsv,"const string folder, const string path, const string header, const string run_id, const string metadata_hash, const TickShockCsvOpenRequest &request, ENUM_TS_CSV_OPEN_STATUS &status"
mql/Include/TickShock/TickShockMt5Adapter.mqh,219,TSMt5OpenAppendCsv,"const string folder,const string path,const string header,const string run_id, const string metadata_hash,ENUM_TS_CSV_OPEN_STATUS &status"
mql/Include/TickShock/TickShockMt5Adapter.mqh,226,TSMt5WriteLine,"const int handle,const string line"
mql/Include/TickShock/TickShockMt5Adapter.mqh,231,TSMt5Flush,const int handle
mql/Include/TickShock/TickShockMt5Adapter.mqh,236,TSMt5Close,int &handle
mql/Include/TickShock/TickShockMt5Adapter.mqh,244,TSMt5FileSize,const int handle
mql/Include/TickShock/TickShockMt5Adapter.mqh,249,TSMt5RuntimeTickCount,
mql/Include/TickShock/TickShockMt5Adapter.mqh,254,TSMt5StartTimer,const int milliseconds
mql/Include/TickShock/TickShockMt5Adapter.mqh,259,TSMt5StopTimer,
mql/Include/TickShock/TickShockMt5Adapter.mqh,264,TSMt5IsTester,
mql/Include/TickShock/TickShockOrderLifecycle.mqh,6,TSResetOrderFillState,"TickShockOrderFillState &state,const double requested_volume"
mql/Include/TickShock/TickShockOrderLifecycle.mqh,19,TSConfigureOrderIdentity,"TickShockOrderFillState &state,const ulong request_ticket,const ulong order_ticket, const ulong position_ticket,const string symbol,const long magic,const int direction"
mql/Include/TickShock/TickShockOrderLifecycle.mqh,35,TSOrderDealSeen,"const TickShockOrderFillState &state,const ulong deal_ticket"
mql/Include/TickShock/TickShockOrderLifecycle.mqh,38,TSRememberOrderDeal,"TickShockOrderFillState &state,const ulong deal_ticket"
mql/Include/TickShock/TickShockOrderLifecycle.mqh,41,TSOrderIdentityMatches,"const TickShockOrderFillState &state,const ulong request_ticket,const ulong order_ticket, const ulong position_ticket,const string symbol,const long magic,const int direction"
mql/Include/TickShock/TickShockOrderLifecycle.mqh,51,TSApplyOrderDeal,"TickShockOrderFillState &state,const ulong deal_ticket,const ulong request_ticket,const ulong order_ticket, const ulong position_ticket,const string symbol,const long magic,const int direction, const ENUM_DEAL_ENTRY entry_kind,const double deal_volume,const double deal_price"
mql/Include/TickShock/TickShockOrderLifecycle.mqh,99,TSAttachExitOperationIdentity,"TickShockOrderFillState &state,const ulong request_ticket,const ulong order_ticket, const long operation_id"
mql/Include/TickShock/TickShockOrderLifecycle.mqh,115,TSApplyEntryDeal,"TickShockOrderFillState &state,const double deal_volume,const double deal_price"
mql/Include/TickShock/TickShockOrderLifecycle.mqh,138,TSResolveEntryRemainderCancel,"TickShockOrderFillState &state,const double cancelled_volume"
mql/Include/TickShock/TickShockOrderLifecycle.mqh,152,TSRestoreOrderSnapshot,"const TickShockOrderFillState &snapshot,TickShockOrderFillState &state"
mql/Include/TickShock/TickShockResearchEngine.mqh,18,TSResetDetectorCounters,TickShockDetectorCounters &counters
mql/Include/TickShock/TickShockResearchEngine.mqh,23,TSObserveDetectorResult,"TickShockDetectorCounters &counters,const TickShockDetectorResult &result"
mql/Include/TickShock/TickShockRing.mqh,11,TSRingReset,"TickShockRingState &state,const int capacity"
mql/Include/TickShock/TickShockRing.mqh,18,TSRingOldestIndex,const TickShockRingState &state
mql/Include/TickShock/TickShockRing.mqh,26,TSRingReserveWrite,TickShockRingState &state
mql/Include/TickShock/TickShockRing.mqh,35,TSRingDropOldest,TickShockRingState &state
mql/Include/TickShock/TickShockRing.mqh,42,TSRingIndexFromNewest,"const TickShockRingState &state,const int offset"
mql/Include/TickShock/TickShockScenarioEngine.mqh,26,TSResetExecutionResult,TickShockExecutionResult &result
mql/Include/TickShock/TickShockScenarioEngine.mqh,34,TSScenarioRequestStatus,const TickShockExecutionRequest &request
mql/Include/TickShock/TickShockScenarioEngine.mqh,44,TSScenarioStatusFromFeasibility,const string reason
mql/Include/TickShock/TickShockScenarioEngine.mqh,53,TSBuildScenarioEntry,"const TickShockExecutionRequest &request,TickShockExecutionResult &result"
mql/Include/TickShock/TickShockStateMachine.mqh,6,TSReset,TickShockMachine &machine
mql/Include/TickShock/TickShockStateMachine.mqh,25,TSStartBurst,"TickShockMachine &machine,const int direction,const long detection_msc,const double start_mid,const double current_mid"
mql/Include/TickShock/TickShockStateMachine.mqh,37,TSRetracementPct,"const TickShockMachine &machine,const double current_mid"
mql/Include/TickShock/TickShockStateMachine.mqh,46,TSAdvance,"TickShockMachine &machine, const long now_msc, const double mid, const int burst_quiet_ms, const int burst_max_ms, const double pullback_min_pct, const double pullback_max_pct, const double continuation_invalid_pct, const int pullback_wait_ms, const int reacceleration_confirm_ticks"
mql/Include/TickShock/TickShockStateMachine.mqh,124,TSCooldownComplete,"const long now_msc,const long cooldown_until_msc"
mql/Include/TickShock/TickShockStateMachine.mqh,129,TSDailyLossBlocked,"const double daily_result_r,const double daily_loss_limit_r"
