"dependency_id","path","classification","required_for","source_or_evidence","compile_or_run_role","sha256","owning_step","owning_commit","status","note"
"TSDEP-087","tests/tick_shock/expected/TS-TIMEOUT-001_expected.csv","test_expected","step05_step06_regression","source","independent expected oracle","452A7627B7B23A905A297A53FE0369264A4247D14E8ABC90DA7DB3B613AF1D60","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-088","tests/tick_shock/expected/TS-TP-001_expected.csv","test_expected","step05_step06_regression","source","independent expected oracle","B64305E4FCC9B0E81F66EC6B8BB1D977BAC3133E724F975F235A69094EFD8641","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-089","tests/tick_shock/expected/TS-Z-001_expected.csv","test_expected","step05_step06_regression","source","independent expected oracle","E236FE632B988DBACED31A3B562BE8751F01229C26BF3E719E8FD512B152DF26","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-090","tests/tick_shock/expected/TS-Z-002_expected.csv","test_expected","step05_step06_regression","source","independent expected oracle","49132F3889C1CEDB25F0BEE2A6AD11DE691AAC15B73432EBC41DD7AABBDAA751","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-091","tests/tick_shock/fixtures/TS-BASE-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","93B679D9DB0E556001133EB541575680B03A20B8D37600EAA786970ABC7E1BE3","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-092","tests/tick_shock/fixtures/TS-BASE-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","EA0C10B1E6C4496B2969121E4D4393460854018A1DDAC43C2DC3D8A8AD540138","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-093","tests/tick_shock/fixtures/TS-BASE-002_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","93CE75AD25038555BDC7C9A810AD08CB57BEFE4A48A85B0D4E5B5F3EDA371CC0","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-094","tests/tick_shock/fixtures/TS-BASE-002_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","EA0C10B1E6C4496B2969121E4D4393460854018A1DDAC43C2DC3D8A8AD540138","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-095","tests/tick_shock/fixtures/TS-BROKER-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","15734A07EB18E258B3D3C4001CC5D7932A8EA0C64C0E0020FF13A3E585B6475B","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-096","tests/tick_shock/fixtures/TS-BROKER-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","EA0C10B1E6C4496B2969121E4D4393460854018A1DDAC43C2DC3D8A8AD540138","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-097","tests/tick_shock/fixtures/TS-BURST-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","548D723CBA3DFF40533BC390EE3D7EDF5CE72A3D680762CF79219DE7A1E132F5","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-098","tests/tick_shock/fixtures/TS-BURST-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","3EAA5132C5B7D68DDEA73BBE34799DE87968A28D65869484CCF31AB62E8E1636","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-099","tests/tick_shock/fixtures/TS-BURST-002_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","32EF1F9B7F5C6D81279B29920FF9A51ADA325C37FE8B40780417A6FDDD96A3FE","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-100","tests/tick_shock/fixtures/TS-BURST-002_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","1DCD41DE9FB5BA5B830E7AE72521FE2FC547BC1D0AB6D34C92767A8947F3957D","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-101","tests/tick_shock/fixtures/TS-CLUSTER-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","A578BB9BB0B2C06E727B7D8F034A29E3610BC2811F437AB740D8A643EA56A9C4","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-102","tests/tick_shock/fixtures/TS-CLUSTER-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","0F1E3B47BDB8C6F7AE4D6627364F64BC12C5F7F49CD5B87758C69FC9768CDF57","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-103","tests/tick_shock/fixtures/TS-CLUSTER-002_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","988AD63CB3B9DC4F3CAA44F77C61DE50003CA6A97B3DACDBB2B3DF45B8616759","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-104","tests/tick_shock/fixtures/TS-CLUSTER-002_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","E71491C61D56F86368B8223E588A6E32C9558D9EDD5B84D8828EB8EA6B2DAE4E","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-105","tests/tick_shock/fixtures/TS-COMM-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","BA57D5646AE777FFB445DD0E699CDA8D3530B0A825627CBCA151DE9F593D77A7","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-106","tests/tick_shock/fixtures/TS-COMM-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","EA0C10B1E6C4496B2969121E4D4393460854018A1DDAC43C2DC3D8A8AD540138","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-107","tests/tick_shock/fixtures/TS-CSV-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","E095F3E78B4AF7130D97F32BD80F82830C8D6E0EA4FA164DCE01504F3C42DF86","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-108","tests/tick_shock/fixtures/TS-CSV-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","EA0C10B1E6C4496B2969121E4D4393460854018A1DDAC43C2DC3D8A8AD540138","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-109","tests/tick_shock/fixtures/TS-CSV-002_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","08C395DDA6AE5E3DC37A78E220F64C3699531F6A4805AC65492C4AE633237360","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-110","tests/tick_shock/fixtures/TS-CSV-002_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","EA0C10B1E6C4496B2969121E4D4393460854018A1DDAC43C2DC3D8A8AD540138","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-111","tests/tick_shock/fixtures/TS-DETECT-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","8B4A784DA8490E1DAAD82E88E7DECA94F5D0E699C36E430F196CBD6527AFA797","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-112","tests/tick_shock/fixtures/TS-DETECT-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","53D539132319EEC0B6B4FAA29C0A8790913E34D9E4014AFC5D37F5CEB4CA6FFE","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-113","tests/tick_shock/fixtures/TS-DUP-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","23989042C7E56AC668C2D210D2CC32DC5B372376DE816744ADDD8E8B61943DBC","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-114","tests/tick_shock/fixtures/TS-DUP-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","7272F3E50938513F3516B431EFA985BF775D8006D112624E18058F8714A2CE86","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-115","tests/tick_shock/fixtures/TS-EFF-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","7EEF57C1DFE0322F31DCD6B5A1F53B41FC5117ADFDECB341CED0525A042D85AB","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-116","tests/tick_shock/fixtures/TS-EFF-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","7E6FA14D6C4E2FB0BD5974ED109C2BA7232692AE511E156DA67A43981D682A8A","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-117","tests/tick_shock/fixtures/TS-EFF-002_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","3C61EA463135D7318C3A65065B69EB8D6ABDA030BE5D2FFCFB1741D93A18E336","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-118","tests/tick_shock/fixtures/TS-EFF-002_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","3562A222927C153537E5B4389C56FD70BDDC3D319153B3E58302B45F70BB6ECA","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-119","tests/tick_shock/fixtures/TS-EXEC-LONG-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","22F645BC82013CD4BB643DABB7BA362E1862CF5EAE0AF721C3422869BCBE7E75","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-120","tests/tick_shock/fixtures/TS-EXEC-LONG-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","941F16A393703BCF61075D294AE07F9E7BB3BCDC05FCA97B29A99096D26476EB","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-121","tests/tick_shock/fixtures/TS-EXEC-SHORT-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","22F645BC82013CD4BB643DABB7BA362E1862CF5EAE0AF721C3422869BCBE7E75","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-122","tests/tick_shock/fixtures/TS-EXEC-SHORT-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","5131CE989B40F86547A971B57AE62B3E67B541F37AF6E1FA860A2304E859B216","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-123","tests/tick_shock/fixtures/TS-GATE-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","894BB51C61ABE26710D0B5B2303E28A31A2A06A5F0C2F68A9CEF64AE1FDFFFFF","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-124","tests/tick_shock/fixtures/TS-GATE-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","EA0C10B1E6C4496B2969121E4D4393460854018A1DDAC43C2DC3D8A8AD540138","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-125","tests/tick_shock/fixtures/TS-INT-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","3F76582BAB07BD6750E57050CA37224922D9297045E96ABCE19F9FF082C30FF6","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-126","tests/tick_shock/fixtures/TS-INT-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","EA0C10B1E6C4496B2969121E4D4393460854018A1DDAC43C2DC3D8A8AD540138","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-127","tests/tick_shock/fixtures/TS-INVALID-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","B7467D61C56E6EDD69527CBCCA831B81DE9ACAF5A66856EDB7C6C8181DE38E12","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-128","tests/tick_shock/fixtures/TS-INVALID-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","91C045EC5D50FE037E32595CD6C80FD77E022FB6CFF0E06D921371BA1F6CDB73","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-129","tests/tick_shock/fixtures/TS-MERGE-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","7A48BF73C635E3D340AD0E91200571300277925167A3643AB822320D4698E389","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-130","tests/tick_shock/fixtures/TS-MERGE-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","6457F20A0B529151AA40F603C71B808463569F10E87C13456DE27893BFC56CBF","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-131","tests/tick_shock/fixtures/TS-MERGE-002_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","A9BAE56984981190792CA90008C5EFFE23995F21E7EB5ABF9EF483290CC73A31","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-132","tests/tick_shock/fixtures/TS-MERGE-002_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","A94E69C221362DA8E834F4508E429B16A7F3153554361B9B6DF12282002EAA01","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-133","tests/tick_shock/fixtures/TS-MOVE-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","30A20F7BC80E2B7E86B8AD895800731A38998AE121B76C5365F0F2BD18CB0642","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-134","tests/tick_shock/fixtures/TS-MOVE-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","EA0C10B1E6C4496B2969121E4D4393460854018A1DDAC43C2DC3D8A8AD540138","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-135","tests/tick_shock/fixtures/TS-MULTI-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","D49D2E400FFF3F8CA2A5E95C47F89F3376AB500FE93B874805179CFE90A6CB16","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-136","tests/tick_shock/fixtures/TS-MULTI-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","82B03F09303B025B243A9DC80D5DD751E45EDEFC74D149A68D6FFFB8C8A24F87","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-137","tests/tick_shock/fixtures/TS-NOREACCEL-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","9130C3457A213D9057F1C47A344A33319474E7A94B43239A7F6FC341D1302175","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-138","tests/tick_shock/fixtures/TS-NOREACCEL-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","E2103C532E2770C86C6726F165A1933C18E6C3D8DFEFA2307A0A871E09DA27E9","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-139","tests/tick_shock/fixtures/TS-ORDER-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","8E4C833971FF2D29472F46033E59613E1BDFE5CCEE34562D248EEFED4F905D92","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-140","tests/tick_shock/fixtures/TS-ORDER-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","1D07C44D8F880579EE0EF2D1C45A32ACABBF73C122FED15D743ED9921F5DB20E","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-141","tests/tick_shock/fixtures/TS-ORDER-002_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","C71FF23E54D5FCD73C5E7D5F8FB18D47F409ED75017F0BA64864B7A1F915D948","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-142","tests/tick_shock/fixtures/TS-ORDER-002_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","E53C0768D2397186E67677CF6185C3ADA891D4E5DD3181046C1D65A940C8A16F","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-143","tests/tick_shock/fixtures/TS-ORDER-003_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","3270D45062D912E48982F6841BC51851A6428075C9CCB1F00ECB3A3A8A2979DE","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-144","tests/tick_shock/fixtures/TS-ORDER-003_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","2CD21295F8C1DD1D680EC4C4861F980B294136064C09C86517B2D827BF3F9E1A","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-145","tests/tick_shock/fixtures/TS-PARTIAL-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","9B7FA7F6EBC2BAC1E8A2A2EE317DCF4758FA32158DADF321F1D146D454D29E9D","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-146","tests/tick_shock/fixtures/TS-PARTIAL-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","DC23D122D7F625855443C4008813A1B03B20A36B62D9D18DD5E138D55EFE0F53","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-147","tests/tick_shock/fixtures/TS-PB-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","34B67DFDBB5FD8A8BADC890A7708BE5AC26F698D16E636C8089FA095EF80B6C5","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-148","tests/tick_shock/fixtures/TS-PB-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","3C55AE10ECA28A0FA6AF624E6740DB2FDC3C069EF6F2109BD25FCF4A2CDB973B","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-149","tests/tick_shock/fixtures/TS-PB-002_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","9DCCE7590884DC0DD9FDFFA2373A882B52BB64D8BAAFD615EFA1BDFEA09EFD66","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-150","tests/tick_shock/fixtures/TS-PB-002_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","EA0C10B1E6C4496B2969121E4D4393460854018A1DDAC43C2DC3D8A8AD540138","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-151","tests/tick_shock/fixtures/TS-PB-003_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","698299A523EB839A90F17DCC6575405613DFB21D9C549587A3DC0763A3473BC7","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-152","tests/tick_shock/fixtures/TS-PB-003_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","EA0C10B1E6C4496B2969121E4D4393460854018A1DDAC43C2DC3D8A8AD540138","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-153","tests/tick_shock/fixtures/TS-PCT-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","83CF8DEE2CF16BFB4F3E011ABE4A51C8CA169FAE4480775B4CCF268CDE053A1A","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-154","tests/tick_shock/fixtures/TS-PCT-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","EA0C10B1E6C4496B2969121E4D4393460854018A1DDAC43C2DC3D8A8AD540138","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-155","tests/tick_shock/fixtures/TS-POLICY-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","539D18A1D54F804FEDCBD5E1C7FFF85050754BBB68F560E97F0EDAD00F01BBE8","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-156","tests/tick_shock/fixtures/TS-POLICY-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","EA0C10B1E6C4496B2969121E4D4393460854018A1DDAC43C2DC3D8A8AD540138","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-157","tests/tick_shock/fixtures/TS-POSITION-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","89399EC955082843841E9788257D172A84FBE01B100E463499877A2BB9E7E52D","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-158","tests/tick_shock/fixtures/TS-POSITION-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","EA0C10B1E6C4496B2969121E4D4393460854018A1DDAC43C2DC3D8A8AD540138","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-159","tests/tick_shock/fixtures/TS-PROV-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","DF1DD53AB65C02AAF6173EE3B05C6126EE0BBBFF009E6D64C256EA1412097D92","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-160","tests/tick_shock/fixtures/TS-PROV-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","EA0C10B1E6C4496B2969121E4D4393460854018A1DDAC43C2DC3D8A8AD540138","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-161","tests/tick_shock/fixtures/TS-RESTART-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","9A5268A24C518C3B40E92729D37750FBDEC227B60521C8F4E042D62C5664BACB","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-162","tests/tick_shock/fixtures/TS-RESTART-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","EA0C10B1E6C4496B2969121E4D4393460854018A1DDAC43C2DC3D8A8AD540138","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-163","tests/tick_shock/fixtures/TS-RESTART-002_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","E2D80085A7686C6B98145610EF1DABDC13F7802C28318AA9E814BD3FC81F0D93","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-164","tests/tick_shock/fixtures/TS-RESTART-002_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","F655F132933978695A2D3B148CAEECC29850328CE773A0CFA85B12C8F0168B48","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-165","tests/tick_shock/fixtures/TS-RET-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","DE8D51E2D5539961A572B54C49419D4BADDF22D11A347E2E5D711A6D55C9F0B2","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-166","tests/tick_shock/fixtures/TS-RET-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","E8E70B1AF159B361790FA2DEB0546BFA5096306F5364625B3108FEF9758A657A","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-167","tests/tick_shock/fixtures/TS-RET-002_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","FD0A04A5700958A3E95B63312742E8DA9DC6A0DB86B117DEB5775AB3413A4F1D","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-168","tests/tick_shock/fixtures/TS-RET-002_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","83D2755ED5EFBC67116313789749BAF9B0B55CA3E086247D0EBEF0ABBB960762","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-169","tests/tick_shock/fixtures/TS-REV-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","16539507B2C90FFE5E77CB6645511A7D8363CE718CCB92690DBCA971EA1DDDFA","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-170","tests/tick_shock/fixtures/TS-REV-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","1F9D9627ECC2B483C0B4C45C0C682C765F3FABE5F12D88C95768D02380722BD5","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-171","tests/tick_shock/fixtures/TS-RR-001_config.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","BC578293FA41DC43AEB444F36F1577D119A77A131D188664DED23BE052CD480E","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
"TSDEP-172","tests/tick_shock/fixtures/TS-RR-001_ticks.csv","test_fixture","step05_step06_regression","source","deterministic tick/config input","EA0C10B1E6C4496B2969121E4D4393460854018A1DDAC43C2DC3D8A8AD540138","03","672c18a85838e91f63c3247cccc82243037254ff","PRESENT_TRACKED","normative; unchanged since Step 3"
